BIB_ID	VENDOR_CODE	bibtype	date	form	place	language	govdoc	publisher
10377902	AUX/E	am	2017	b	fr\	fre	\	CNRS éditions
10377629	AUX/E	am	2017	b	fr\	fre	\	les Belles Lettres
10360125	AUX/E	am	2018	b	be\	eng	\	Brepols Publishers
10360127	AUX/E	am	2018	b	be\	eng	\	Brepols
9861960	AUX/E	am	2017	b	sz\	fre	\	Park Books
9861960	AUX/E	am	2017	b	sz\	fre	\	Park Books
9861960	AUX/E	am	2017	b	sz\	fre	\	Park Books
10358678	AUX/E	am	2017	b	be\	eng	\	Snoeck
10358681	AUX/E	am	2011	\	fr\	fre	\	Harmattan
10358685	AUX/E	am	2012	\	fr\	fre	\	Asiexpo edition
10356547	AUX/E	am	2017	\	fr\	fre	\	Éditions Métailié
10356551	AUX/E	am	2017	\	fr\	fre	\	Éditions Métailié
10356552	AUX/E	am	2015	b	fr\	fre	\	L'Harmattan
10355936	AUX/E	am	2015	\	fr\	fre	\	Riveneuve éditions
10353946	AUX/E	am	2017	b	fr\	fre	\	Éditions de Solesmes
10354460	AUX/E	am	2017	b	fr\	fre	\	Publications de l'Université de Saint-Étienne
10353949	AUX/E	am	2017	b	fr\	fre	\	Éditions MF
10353953	AUX/E	am	2017	\	fr\	fre	\	Buchet-Chastel
10353418	AUX/E	am	2017	b	fr\	fre	\	Palio
10349699	AUX/E	am	2017	\	quc	fre	\	Les Arènes
10328452	AUX/E	am	2016	b	fr\	fre	\	Editions du puits de roulle
10328454	AUX/E	am	2016	b	fr\	fre	\	Hermann Éditeurs
10327065	AUX/E	am	2017	b	fr\	fre	\	L'Harmattan
10327068	AUX/E	am	2017	b	fr\	fre	\	Actes sud ;$aBeyrouth :$bL'Orient des livres
10319903	AUX/E	am	2018	6	fr\	fre	\	Encre de nuit
10319904	AUX/E	am	2018	b	fr\	fre	\	Presses universitaires du Septentrion
10319208	AUX/E	am	2016	b	fr\	fre	\	Éditions Kimé
10317780	AUX/E	am	2010	b	fr\	fre	\	L'Harmattan
10317778	AUX/E	am	2001	b	fr\	fre	\	Institut du monde arabe
10316030	AUX/E	am	2017	b	fr\	fre	\	L'Harmattan
10317285	AUX/E	am	2016	b	mr\	fre	\	Empreintes Edition
10317294	AUX/E	am	2017	b	mr\	fre	\	En toutes lettres
10316032	AUX/E	am	2017	\	fr\	fre	\	Éditions Pétra
10299070	AUX/E	am	2011	\	fr\	fre	\	Gallimard
10299073	AUX/E	am	2000	b	fr\	fre	\	Gallimard
10299076	AUX/E	am	2018	b	fr\	fre	\	Presses universitaires de France
10298550	AUX/E	am	2017	b	be\	eng	\	Snoeck Ducaju & Zoon
10298549	AUX/E	am	2017	b	be\	eng	\	Snoeck
10296116	AUX/E	am	2014	b	fr\	fre	\	CNRS éditions
10294989	AUX/E	am	2017	b	fr\	fre	\	L'Harmattan
10294991	AUX/E	am	2017	b	fr\	fre	\	Plon
10295403	AUX/E	am	2015	b	fr\	fre	\	P.O.L.
10294388	AUX/E	am	2016	b	fr\	fre	\	L'Artilleur
10261945	AUX/E	am	2017	b	fr\	fre	\	Gallimard ;$aCologny (Genève, Suisse) :$bFondation Martin Bodmer
10261949	AUX/E	am	2017	b	fr\	fre	\	Hermann
10249918	AUX/E	am	2016	b	be\	eng	\	La Marque Postale
10249920	AUX/E	am	2018	b	fr\	fre	\	La Découverte
10249923	AUX/E	am	2017	b	fr\	fre	\	Aedam Musicae
10246326	AUX/E	am	2017	\	fr\	fre	\	Odile Jacob
10245060	AUX/E	am	2016	b	fr\	fre	\	L'Harmattan
10242859	AUX/E	am	2017	b	fr\	fre	\	Presses universitaires de Nancy
10232678	AUX/E	am	2017	b	be\	eng	\	Peeters
9762340	AUX/E	am	1989	b	fr\	fre	\	Slatkine Érudition;\\$3v. 1-2$aMontmorency :$bMusée Jean-Jacques Rousseau
10208085	AUX/E	am	2013	\	quc	fre	\	Bibliothèque Québécoise
10208103	AUX/E	am	2017	b	quc	fre	\	Septentrion
10208105	AUX/E	am	2015	6	quc	fre	\	Pow Pow
10208108	AUX/E	am	2017	6	quc	fre	\	Les Éditions de la Pastèque
10208110	AUX/E	am	2017	\	quc	fre	\	Éditions Pow Pow
10208088	AUX/E	am	2012	b	quc	fre	\	Septentrion
10208072	AUX/E	am	2015	\	quc	fre	\	Marchand de feuilles
10208077	AUX/E	am	2008	\	quc	fre	\	Le Quartanier
10208079	AUX/E	am	2011	\	quc	fre	\	XYZ éditeur
10208071	AUX/E	am	2017	b	fr\	fre	\	Biblieurope
10208075	AUX/E	am	2017	b	fr\	fre	\	Institut Rabbi Yécha'ya-Éditions Bakish
10208078	AUX/E	am	2017	b	fr\	fre	\	L'Harmattan
10208080	AUX/E	am	2017	b	fr\	fre	\	L'Harmattan
10208084	AUX/E	am	2017	\	fr\	fre	\	L'Harmattan
10207145	AUX/E	am	2017	\	fr\	fre	\	L'Antilope
10207149	AUX/E	am	2017	b	fr\	fre	\	Bayard
10207154	AUX/E	am	2017	b	fr\	fre	\	Presses Universitaires de Provence
10207155	AUX/E	am	2017	b	fr\	fre	\	ID l'édition
10207157	AUX/E	am	2017	b	fr\	fre	\	Auteurs du Monde
10207158	AUX/E	am	2017	\	fr\	fre	\	Libertalia
10207160	AUX/E	am	2016	b	fr\	fre	\	L'Artilleur
10207163	AUX/E	am	2017	b	fr\	fre	\	Presses universitaires François-Rabelais
10207165	AUX/E	am	2017	b	fr\	fre	\	Créaphis éditions
10206655	AUX/E	am	2017	\	fr\	fre	\	Swan éditeur ;$bDomaine de Chantilly
10353952	BACH	am	2017	b	bl\	por	\	EDUFBA
10261946	BACH	am	2000	\	bl\	por	\	Humanitas/FFLCH
10407873	AMAZON	am	2013	b	no\	eng	\	Akademika Publishing
9597450	AMAZON	am	2015	b	ilu	eng	\	Human Kinetics
9597450	AMAZON	am	2015	b	ilu	eng	\	Human Kinetics
10407152	AMAZON	gm	2004	\	sp\	spa	\	Cameo Media
10407154	AMAZON	am	2014	b	at\	eng	\	Wadsworth
9256646	AMAZON	am	2016	b	cau	eng	\	University of California Press
9256646	AMAZON	am	2016	b	cau	eng	\	University of California Press
9256646	AMAZON	am	2016	b	cau	eng	\	University of California Press
10406685	AMAZON	am	2017	b	enk	eng	\	Edinburgh University Press
10406687	AMAZON	am	2017	b	nju	eng	\	Princeton University Press
10406637	AMAZON	am	2005	b	cau	eng	\	Read Books
10361350	AMAZON	am	2018	\	ii\	eng	\	Mapin Publishing ;$aMumbai, India :$bThe HECAR Foundation
10405622	AMAZON	am	2006	b	mau	eng	\	Thomson Course Technology PTR
10405638	AMAZON	am	2017	b	cau	eng	\	SAGE Publications, Inc.
10405916	AMAZON	am	2009	b	pr\	spa	\	Ediciones Callejón
10404605	AMAZON	gm	2005	\	miu	eng	\	Distributed by Anchor Bay Entertainment
10404602	AMAZON	gm	2014	\	cau	eng	\	Paramount Pictures
10404603	AMAZON	gm	2006	\	cau	eng	\	DreamWorks Home Entertainment
10404613	AMAZON	gm	2007	\	cau	eng	\	New Line Home Entertainment
10404616	AMAZON	gm	2002	\	it\	ita	\	Hardy Classic Video
10404591	AMAZON	am	2018	b	nyu	eng	\	Russell Sage Foundation
10404250	AMAZON	am	2017	b	enk	eng	\	Routledge, Taylor & Francis Group
9864311	AMAZON	am	2017	b	mau	eng	\	The MIT Press
9864311	AMAZON	am	2017	b	mau	eng	\	The MIT Press
10393627	AMAZON	am	2014	b	nyu	eng	\	McGraw-Hill/Irwin
10393629	AMAZON	gm	2004	\	ilu	fre	\	Home Vision Entertainment
10397231	AMAZON	am	2018	b	nyu	eng	\	Callisto Reference
10393548	AMAZON	am	2018	b	ne\	eng	\	Brill
10393549	AMAZON	am	2015	b	nyu	eng	\	The Metropolitan Museum of Art
10388544	AMAZON	am	2016	\	vau	eng	\	Just World Books
10388545	AMAZON	am	2013	b	enk	eng	\	Palgrave Macmillan
10388546	AMAZON	am	2013	b	inu	eng	\	AuthorHouse
9929486	AMAZON	am	2007	b	sp\	eng	\	Actar D
10387890	AMAZON	am	2018	b	cau	eng	\	Stanford University Press
10387922	AMAZON	gm	2014	\	sp\	spa	\	Tormenta Films
10387931	AMAZON	am	1992	\	nju	eng	\	Prentice Hall
10387919	AMAZON	gm	2018	\	sp\	spa	\	Sony Pictures
10387931	AMAZON	am	1992	\	nju	eng	\	Prentice Hall
10387856	AMAZON	am	2017	b	enk	eng	\	Routledge
10387726	AMAZON	am	1990	b	oru	eng	\	D. Spencer Publishers
10387726	AMAZON	am	1990	b	oru	eng	\	D. Spencer Publishers
10387729	AMAZON	am	2014	b	mau	eng	\	Wadsworth, Cengage Learning
10387729	AMAZON	am	2014	b	mau	eng	\	Wadsworth, Cengage Learning
10387627	AMAZON	am	2016	\	gw\	eng	\	Hempen Verlag
10387629	AMAZON	am	2017	b	ne\	eng	\	Brill
9133189	AMAZON	am	2015	b	fr\	fre	\	Presses universitaires de France
10385806	AMAZON	am	2014	b	enk	eng	\	Legenda, Modern Humanities Research Association and Maney Publishing
10385417	AMAZON	am	2007	b	nju	eng	\	J. Wiley
10386163	AMAZON	am	2018	b	nyu	eng	\	Russell Sage Foundation
10386162	AMAZON	am	2017	b	onc	eng	\	University of Toronto Press
10386163	AMAZON	am	2018	b	nyu	eng	\	Russell Sage Foundation
10385201	AMAZON	am	2017	b	scu	eng	\	[Createspace]
10385140	AMAZON	am	2018	\	xxu	eng	\	Drawn & Quarterly
10385122	AMAZON	am	2018	b	nyu	eng	\	St. Martin's Press
10385126	AMAZON	am	2018	b	nyu	eng	\	Picador
10385138	AMAZON	am	2018	b	nyu	eng	\	Race Point Publishing
10384510	AMAZON	am	2015	\	onc	eng	\	Harper Avenue
10315449	AMAZON	am	2002	\	ja\	jpn	\	Bungeisha
10383350	AMAZON	am	1989	b	nyu	eng	\	T.Y. Crowell
10377653	AMAZON	am	2015	\	nyu	eng	\	Metropolitan Books, Henry Holt and Company
10383347	AMAZON	am	2015	b	nju	eng	\	Africa World Press
10383256	AMAZON	am	2017	\	ilu	eng	\	National Restaurant Association Educational Foundation
10383256	AMAZON	am	2017	\	ilu	eng	\	National Restaurant Association Educational Foundation
10383256	AMAZON	am	2017	\	ilu	eng	\	National Restaurant Association Educational Foundation
10383258	AMAZON	am	2017	\	ilu	eng	\	Northwestern University Press
5420777	AMAZON	am	2004	b	nyu	eng	\	Scribner
5420777	AMAZON	am	2004	b	nyu	eng	\	Scribner
10382088	AMAZON	am	2018	b	nyu	eng	\	Pearson
5420777	AMAZON	am	2004	b	nyu	eng	\	Scribner
10382107	AMAZON	am	2018	b	nju	eng	\	John Wiley & Sons, Inc.
10382088	AMAZON	am	2018	b	nyu	eng	\	Pearson
10382088	AMAZON	am	2018	b	nyu	eng	\	Pearson
10382088	AMAZON	am	2018	b	nyu	eng	\	Pearson
10381834	AMAZON	am	2017	c	enk	eng	\	MACK
10381797	AMAZON	am	2018	\	enk	eng	\	MACK
5865540	AMAZON	am	2006	b	sg\	eng	\	Codesria
10381794	AMAZON	am	2017	b	txu	eng	\	Baylor University Press
10381515	AMAZON	am	2018	\	nyu	eng	\	McGraw-Hill Education
10381515	AMAZON	am	2018	\	nyu	eng	\	McGraw-Hill Education
10381515	AMAZON	am	2018	\	nyu	eng	\	McGraw-Hill Education
10381515	AMAZON	am	2018	\	nyu	eng	\	McGraw-Hill Education
10380804	AMAZON	am	2017	\	mau	eng	\	Houghton Mifflin Harcourt
10381381	AMAZON	am	2008	b	mau	eng	\	Focus Pub./R. Pullins
9924551	AMAZON	am	2017	b	mau	eng	\	Pearson
9924551	AMAZON	am	2017	b	mau	eng	\	Pearson
9924551	AMAZON	am	2017	b	mau	eng	\	Pearson
10380069	AMAZON	am	2018	\	cb\	eng	\	Pannasastra University of Cambodia Press
10380082	AMAZON	am	2016	b	miu	eng	\	William B. Eerdmans Publishing Company
10380368	AMAZON	am	2018	b	nyu	eng	\	PublicAffairs
10380022	AMAZON	am	2017	\	nyu	eng	\	Alfred A. Knopf
10380024	AMAZON	am	2013	b	miu	eng	\	William B. Eerdmans Publishing Company
10380027	AMAZON	am	2016	b	ilu	eng	\	Cambridge Business Publishers, LLC
10378458	AMAZON	am	2017	b	gw\	eng	\	Lit
10378456	AMAZON	am	2018	\	xx\	eng	\	OUP INDIA
10377994	AMAZON	gm	2017	\	vau	eng	\	PBS Distribution
10376982	AMAZON	am	2012	\	gw\	geo	\	NA
10377662	AMAZON	am	2009	b	sa\	eng	\	HSRC Press
10359200	AMAZON	am	2015	b	nyu	eng	\	Palgrave Macmillan
10377657	AMAZON	am	2009	b	nyu	eng	\	Edwin Mellen Press
10377664	AMAZON	am	2008	b	sa\	eng	\	H. Wende
10377422	AMAZON	am	2010	b	no\	eng	\	Tapir Academic Press
10376984	AMAZON	am	2006	b	vtu	eng	\	Jewish Lights Pub.
10376463	AMAZON	am	1990	\	cau	eng	\	Harcourt Brace Jovanovich
10376980	AMAZON	am	2018	b	ja\	eng	\	Trans Pacific Press
10354463	AMAZON	am	2016	b	sp\	spa	\	Ediciones Universidad
10376400	AMAZON	am	2017	\	mf\	eng	\	Lambert Academic pub.
10376295	AMAZON	am	2018	\	mau	eng	\	MIT Press
10363881	AMAZON	am	2015	b	cau	eng	\	[Prana Publishing]
10363876	AMAZON	am	2008	b	cau	eng	\	Conari
10363878	AMAZON	am	2002	b	nyu	eng	\	Ballantine Books
10363880	AMAZON	am	2017	a	pau	eng	\	Assiduity Publishing House
10363882	AMAZON	am	2017	b	enk	eng	\	BALTIC Centre for Contemporary Art ;$aMoscow :$bGarage Museum of Contemporary Art ;$aGeneva :$bMAMCO, Musée d'art moderne et contemporain ;$aEindhoven :$bVan Abbemuseum
10363879	AMAZON	am	2015	b	sa\	eng	\	Jacana
10363451	AMAZON	am	2015	b	enk	eng	\	D.S. Brewer
10362987	AMAZON	am	2017	b	my\	eng	\	Natural History Publications (Borneo)
10361349	AMAZON	am	2013	b	ilu	eng	\	ABA, Section of Legal Education and the Admissions Bar
10362917	AMAZON	am	2017	b	pl\	pol	\	Wydawnictwo Uniwersytetu Jagiellońskiego
10362915	AMAZON	am	2017	b	cou	eng	\	Sounds True, Inc.
10362916	AMAZON	am	2010	b	nyu	eng	\	Harmony Books
10361350	AMAZON	am	2018	\	ii\	eng	\	Mapin Publishing ;$aMumbai, India :$bThe HECAR Foundation
10360872	AMAZON	am	2003	b	th\	tha	\	Sāakhadī
10360679	AMAZON	am	2014	b	nyu	eng	\	Zone Books
10360128	AMAZON	am	2018	b	nyu	eng	\	Basic Books
10360276	AMAZON	am	2008	b	cau	eng	\	[Createspace]
10360129	AMAZON	am	2018	\	nyu	eng	\	Little, Brown and Company
10360130	AMAZON	am	2018	\	nyu	eng	\	Flatiron Books
10360131	AMAZON	am	2016	b	xx\	eng	\	Beatdom Books
10359811	AMAZON	am	2018	b	ag\	spa	\	Editorial Universitaria de Buenos Aires
10359195	AMAZON	am	2018	b	nyu	eng	\	Amistad, an imprint of HarperCollinsPublishers
10359297	AMAZON	am	2015	b	ck\	spa	f	Planeta :$bUniversidad Nacional de Colombia-Sede Bogotá, Instituto de Estudios Urbanos-IEU
10359323	AMAZON	am	2017	b	nyu	eng	\	Basic Books
10358680	AMAZON	am	2017	b	fr\	fre	\	CNRS Éditions
10359116	AMAZON	am	2017	b	si\	eng	\	National Gallery Singapore
10358682	AMAZON	am	2017	b	sp\	cat	\	Edicions Universitat de Barcelona
10358692	AMAZON	am	2017	b	fr\	fre	\	L'Harmattan
10358694	AMAZON	am	2018	b	vra	eng	\	Cambridge University Press
10358131	AMAZON	am	2017	b	gw\	eng	\	Frank & Timme
10358069	AMAZON	am	2017	\	cau	eng	\	Heyday
10356982	AMAZON	am	2017	b	ii\	eng	\	HarperCollins Publishers India
10356978	AMAZON	am	2018	b	is\	eng	\	Feldheim Publishers
10356972	AMAZON	am	2016	\	ja\	eng	\	SUPER LABO
10356967	AMAZON	am	2013	b	fr\	fre	\	Librairie J. Vrin
10356968	AMAZON	am	2015	b	enk	eng	\	Cambridge University Press
10355263	AMAZON	gm	2017	\	enk	nep	\	Matchbox Films
10355263	AMAZON	gm	2017	\	enk	nep	\	Matchbox Films
9924438	AMAZON	am	2016	\	nyu	eng	\	HarperOne
9924438	AMAZON	am	2016	\	nyu	eng	\	HarperOne
6059482	AMAZON	gm	2006	\	nyu	eng	\	Criterion Collection
6059482	AMAZON	gm	2006	\	nyu	eng	\	Criterion Collection
10356550	AMAZON	am	2016	b	enk	eng	\	Books of Africa Ltd.
6047914	AMAZON	gm	2003	\	cau	eng	\	Warner Home Video
6047914	AMAZON	gm	2003	\	cau	eng	\	Warner Home Video
10356386	AMAZON	am	2017	\	em\	por	\	Timor Editora,$c2017.;\2$aLisboa :$bLidel-Edições Técnicas
10355255	AMAZON	am	2001	b	enk	eng	\	Oxford University Press
10355263	AMAZON	gm	2017	\	enk	nep	\	Matchbox Films
10355263	AMAZON	gm	2017	\	enk	nep	\	Matchbox Films
10355869	AMAZON	gm	2017	\	cau	eng	\	Gravitas Ventures
10353947	AMAZON	am	2003	b	pau	eng	\	Institute of Physics Pub.
10353944	AMAZON	am	2018	b	ncu	eng	\	The Pragmatic Bookshelf
10353954	AMAZON	am	2016	\	nyu	eng	\	RosettaBooks
10353900	AMAZON	am	2017	b	vau	eng	s	University of Virginia Press
10315721	AMAZON	am	2018	b	mau	eng	\	Beacon Press
10353422	AMAZON	am	2016	b	sz\	eng	\	Peter Lang AG, International Academic Publishers
10353423	AMAZON	am	2017	\	nyu	eng	\	Simon & Schuster
10353039	AMAZON	cm	2016	i	cau	ita	\	Passaggio Press
10352716	AMAZON	am	2007	b	enk	eng	\	Intellect Books
10352894	AMAZON	am	2016	b	cau	eng	\	Libraries Unlimited
10352764	AMAZON	am	2012	b	flu	eng	\	CRC Press
10353036	AMAZON	am	2010	b	gw\	eng	\	VDM Verlag Dr. Müller
10353038	AMAZON	am	2017	c	ii\	eng	\	Tulika Books
10352795	AMAZON	am	2016	b	flu	eng	\	CRC Press Taylor & Francis Group
10352880	AMAZON	am	2015	b	flu	eng	\	CRC Press, Taylor & Francis Group
10352887	AMAZON	am	2003	b	enk	eng	\	IOP
10352637	AMAZON	am	2010	b	ilu	eng	\	Association of College and Research Libraries, American Library Association
10352628	AMAZON	am	2015	b	flu	eng	\	CRC Press, Taylor & Francis Group
10352629	AMAZON	am	2012	b	sz\	eng	\	EPFL Press ;$aBoca Raton, Fla. :$bCRC Press
10352631	AMAZON	am	2008	b	nyu	eng	\	Taylor & Francis
10352634	AMAZON	am	2007	b	flu	eng	\	CRC Press/Taylor & Francis
6201305	AMAZON	am	2007	\	nyu	eng	\	Kodansha International
10349708	AMAZON	am	2005	c	tu\	tur	\	Halil Altindere
6201305	AMAZON	am	2007	\	nyu	eng	\	Kodansha International
10352391	AMAZON	am	1991	6	fr\	fre	\	Delcourt
10347646	AMAZON	gm	2013	\	ii\	hin	\	Sony Music Entertainment India
10346374	AMAZON	am	2015	b	enk	eng	\	Forgotten Books
10346375	AMAZON	am	2017	b	nyu	eng	\	Spiegel & Grau
10346376	AMAZON	am	2018	c	txu	eng	\	Nasher Scupture Center
10343549	AMAZON	am	2015	\	cc\	eng	\	Farnshaw Books
10337517	AMAZON	am	2015	b	nyu	eng	\	The Modern Language Association of America
10335558	AMAZON	am	2014	b	cou	eng	\	Fixed Pin Publishing
10335555	AMAZON	am	2017	b	ne\	eng	\	Brill
10335556	AMAZON	am	2017	b	onc	eng	\	Canadian Filmmakers Distribution Centre
10335557	AMAZON	am	2014	\	mnu	eng	\	Rick Harrison Site Design, Inc.
10334939	AMAZON	am	2017	b	ilu	eng	\	American Institute of Steel Construction
10334947	AMAZON	gm	2006	\	mau	eng	\	WGBH Educational Foundation
10334953	AMAZON	am	1959	\	nyu	heb	\	M. Fainshtein
10334824	AMAZON	gm	2008	\	nyu	eng	\	Crowing Rooster Arts
10334826	AMAZON	gm	2007	\	vau	eng	\	PBS Home Video
8911948	AMAZON	am	2009	b	sp\	spa	\	FCE
10329976	AMAZON	am	2018	b	mau	eng	\	The Belknap Press of Harvard University Press
10329511	AMAZON	am	2016	b	enk	eng	\	Bloomsbury Information
10329518	AMAZON	am	2017	b	nyu	eng	\	Portfolio/Penguin
9929486	AMAZON	am	2007	b	sp\	eng	\	Actar D
10328900	AMAZON	am	2018	\	sz\	eng	\	Lars Müller Publishers
10328529	AMAZON	am	2017	b	nyu	eng	\	Bloomsbury Academic, an imprint of Bloomsbury Publishing Inc
878398	AMAZON	am	1973	\	wb\	eng	\	NA
878398	AMAZON	am	1973	\	wb\	eng	\	NA
10325963	AMAZON	gm	2018	\	nyu	eng	\	Kino Lorber Incorporated
10327066	AMAZON	am	2014	b	ii\	eng	\	SAGE Publications
10325964	AMAZON	gm	2018	\	nyu	eng	\	The Criterion Collection
10325965	AMAZON	gm	2018	\	nyu	eng	\	The Criterion Collection
10325967	AMAZON	gm	2018	\	cau	eng	\	Twentieth Century Fox Home Entertainment
10326002	AMAZON	am	2004	b	cau	eng	\	Thomson/Wadsworth
10297807	AMAZON	gm	2018	\	cau	eng	\	Lionsgate
10297807	AMAZON	gm	2018	\	cau	eng	\	Lionsgate
10315283	AMAZON	gm	2018	\	cau	eng	\	Sony Pictures Classics
10325970	AMAZON	gm	2018	\	cau	eng	\	Twentieth Century Fox Home Entertainment
10315283	AMAZON	gm	2018	\	cau	eng	\	Sony Pictures Classics
10325970	AMAZON	gm	2018	\	cau	eng	\	Twentieth Century Fox Home Entertainment
10318248	AMAZON	am	2017	\	xx\	eng	\	NA
10323290	AMAZON	am	2018	\	nyu	eng	\	Simon & Schuster BYFR
10323190	AMAZON	am	2014	b	enk	eng	\	James Currey
10322930	AMAZON	am	2016	\	gw\	ger	\	Hofenberg :$bContumax
10322923	AMAZON	am	2013	b	inu	eng	\	Indiana University Press
6802979	AMAZON	gm	2003	\	cau	eng	\	Universal Studios
10322872	AMAZON	am	2015	\	nyu	eng	\	Kaplan Publishing
10322869	AMAZON	am	2014	b	fr\	fre	\	La Découverte
10322871	AMAZON	am	2017	b	dk\	eng	\	November Editions
6802979	AMAZON	gm	2003	\	cau	eng	\	Universal Studios
7146562	AMAZON	am	2011	b	nju	eng	\	Princeton University Press
10321486	AMAZON	am	2017	b	nju	eng	\	Princeton University Press
7146562	AMAZON	am	2011	b	nju	eng	\	Princeton University Press
10322318	AMAZON	am	2016	b	nju	eng	\	Princeton University Press
9836748	AMAZON	am	2013	\	enk	eng	\	Artifice
10320606	AMAZON	gm	2003	\	xxu	eng	\	Showtime Entertainment
10320609	AMAZON	am	2017	b	onc	eng	\	Eve Publishing
10320604	AMAZON	am	2017	b	nju	eng	\	Princeton University Press
10320604	AMAZON	am	2017	b	nju	eng	\	Princeton University Press
10320607	AMAZON	gm	2001	\	cau	eng	\	MGM Home Entertainment
10320490	AMAZON	am	2007	\	nyu	eng	\	Stewart, Tabori & Chang
10320492	AMAZON	am	2006	b	enk	eng	\	Oxford University Press
10320171	AMAZON	am	2013	\	it\	ita	\	Bompiani
10320173	AMAZON	am	1983	\	it\	ita	\	Garzanti
10320490	AMAZON	am	2007	\	nyu	eng	\	Stewart, Tabori & Chang
10320384	AMAZON	am	2009	\	nyu	eng	\	Bordighera Press
10319910	AMAZON	am	2015	\	xx\	eng	\	Wordsmithy
10319913	AMAZON	am	2018	b	mdu	eng	\	Rowman & Littlefield
10319909	AMAZON	am	2007	\	nyu	eng	\	Amistad, an imprint of HarperCollins Publishers
10319577	AMAZON	am	2018	b	xxu	eng	\	[publisher not identified],$c[2018?];\3$aMiddletown, DE :$b[manufacturer not identified]
10319577	AMAZON	am	2018	b	xxu	eng	\	[publisher not identified],$c[2018?];\3$aMiddletown, DE :$b[manufacturer not identified]
10319205	AMAZON	am	2018	b	nyu	eng	\	HarperBusiness
10319205	AMAZON	am	2018	b	nyu	eng	\	HarperBusiness
10319206	AMAZON	am	2011	b	inu	eng	\	iUniverse
10319205	AMAZON	am	2018	b	nyu	eng	\	HarperBusiness
10319205	AMAZON	am	2018	b	nyu	eng	\	HarperBusiness
10319205	AMAZON	am	2018	b	nyu	eng	\	HarperBusiness
10319205	AMAZON	am	2018	b	nyu	eng	\	HarperBusiness
10318248	AMAZON	am	2017	\	xx\	eng	\	NA
10324376	AMAZON	am	2017	b	ii\	eng	\	Cengage Learning
2154301	AMAZON	am	1992	b	wau	eng	\	Good Fruit Grower
2154301	AMAZON	am	1992	b	wau	eng	\	Good Fruit Grower
6980197	AMAZON	am	2008	\	enk	eng	\	Good Life Press Ltd.
10317255	AMAZON	am	2018	\	cau	eng	\	Chronicle Books
6980197	AMAZON	am	2008	\	enk	eng	\	Good Life Press Ltd.
10317256	AMAZON	am	2017	\	cau	eng	\	Library Juice Press
10317257	AMAZON	am	2018	\	xx\	eng	\	STYLUS PUBLISHING
10317258	AMAZON	am	2014	b	cau	eng	\	SAGE
10317259	AMAZON	am	2018	b	enk	eng	\	Polity Press
10317255	AMAZON	am	2018	\	cau	eng	\	Chronicle Books
10299518	AMAZON	am	2017	\	ph\	eng	\	National Historical Commission of the Philippines
10314744	AMAZON	gm	2018	\	cau	eng	\	Marvel Studios
7125944	AMAZON	gm	2011	\	xxu	eng	\	E1 Entertainment
10313977	AMAZON	am	2016	b	mau	eng	\	Harvard University Graduate School of Design,$c[2016];\2$aNew York
7125944	AMAZON	gm	2011	\	xxu	eng	\	E1 Entertainment
10313976	AMAZON	am	2018	b	ilu	eng	\	ALA Editions
